Symbol,Open,High,Low,Close
A,1.00240075994025,1.00935878365403,0.976061138469904,0.976061138469904
A,0.929743096395543,0.929774737723069,0.928919694164385,0.929774737723069
A,0.943911414384193,0.968140794511406,0.943911414384193,0.968140794511406
A,0.977605378856722,0.977605378856722,0.977605378856722,0.977605378856722
A,0.961535370407048,0.99982474278851,0.961535370407048,0.986215329667607
A,0.982409003083975,0.992213437101346,0.982409003083975,0.992213437101346
A,1.03435413274433,1.03435413274433,1.03435413274433,1.03435413274433
A,1.0201424300403,1.04025465277235,1.0201424300403,1.03219266262805
A,1.03650094499406,1.03650094499406,1.03650094499406,1.03650094499406
A,1.05368509087896,1.05368509087896,1.02605242183949,1.02798086837104
A,1.00218302044534,1.00218302044534,0.971007036097251,0.971007036097251
A,0.965229150083089,0.986919824597985,0.960789989010352,0.986919824597985
A,0.99637331887178,0.997269924548232,0.99637331887178,0.997269924548232
A,1.01358787832514,1.01358787832514,0.982537626549428,1.00009937289103
A,0.998150122759666,0.999934250321341,0.993842242614331,0.999934250321341
A,1.0142379290421,1.0142379290421,1.01012166454071,1.01012166454071
A,1.0067082291236,1.02984012256127,1.0067082291236,1.02984012256127
A,1.02059282899116,1.05319788268071,1.02059282899116,1.04567338747729
A,1.03721633024094,1.03721633024094,1.03721633024094,1.03721633024094
A,1.01617855925263,1.01819462881682,0.984957178127716,0.984957178127716
A,0.981212679254233,0.981212679254233,0.949547092260944,0.949547092260944
A,0.955210953425667,0.964222179781459,0.925105653431635,0.952795094700087
A,0.957251497866054,0.957251497866054,0.940440508961676,0.942092880129743
A,0.938454436999247,0.954089915238011,0.938454436999247,0.943487229765232
A,0.933753321892242,0.949763044016905,0.924387662915462,0.949763044016905
A,0.920896875686027,0.920896875686027,0.920896875686027,0.920896875686027
A,0.944250922260918,0.944250922260918,0.938647548726603,0.938901224017296
A,0.927659933674719,0.978306255118819,0.927659933674719,0.971938437857808
A,0.972280598268526,0.972280598268526,0.966590899159819,0.966590899159819
A,0.969634256689763,0.980578513915697,0.969634256689763,0.980578513915697
A,0.992695524098905,0.992695524098905,0.969344298336513,0.986731502786989
A,1.00478334794222,1.01270927014612,0.986559581133064,1.00991790414734
A,0.991109908059142,1.0110240050753,0.962343168177812,0.962343168177812
A,0.977001577493292,1.02240116973967,0.977001577493292,1.00566174702415
A,1.01119399800239,1.03963818293936,1.01119399800239,1.03942305179669
A,1.04455874502971,1.04455874502971,1.0280313537294,1.0280313537294
A,1.06794426807814,1.09458490060199,1.06794426807814,1.09458490060199
A,1.04501870403272,1.05624163520836,1.04501870403272,1.0473852899088
A,1.05289732051076,1.06048440876068,1.05289732051076,1.06048440876068
A,1.04688816571978,1.04688816571978,1.03272191279997,1.03272191279997
A,1.03624508381652,1.04178797985522,1.0165708027602,1.0165708027602
A,0.994020743882315,1.0070346058351,0.983606522581987,0.983606522581987
A,0.949805890778863,0.970531363341137,0.949805890778863,0.966114062313176
A,0.978107929849066,0.978107929849066,0.978107929849066,0.978107929849066
A,1.03735462885292,1.03950791405842,1.0106494150145,1.01814215023807
A,1.03133414043083,1.04712512496952,1.0137378868725,1.0137378868725
A,1.02752591864008,1.03996784857033,1.02752591864008,1.03996784857033
A,1.06059609103526,1.06059609103526,1.06059609103526,1.06059609103526
A,1.04864441447382,1.04864441447382,1.00697998570931,1.00697998570931
A,1.00084622535077,1.00704907119929,0.981564393671216,0.981564393671216
A,1.01915172681159,1.0374635385746,1.01449358016954,1.01449358016954
A,1.02653781636989,1.02653781636989,1.00968286223842,1.0106622687411
A,0.996031702866982,1.01363733540103,0.996031702866982,1.01363733540103
A,0.996406564249058,1.02223197810398,0.996406564249058,1.02223197810398
A,0.998137243564026,1.03384819771042,0.998137243564026,1.03384819771042
A,1.04089620058932,1.06873792136174,1.01842892331561,1.06873792136174
A,1.0805143804676,1.0805143804676,1.0805143804676,1.0805143804676
A,1.09649742658932,1.14391278886515,1.09649742658932,1.14391278886515
A,1.13432063220893,1.1376329879377,1.10584431918642,1.1220416569228
A,1.09604825554442,1.11994447584672,1.09541205511409,1.11994447584672
A,1.16203427521386,1.16203427521386,1.14074070380723,1.14074070380723
A,1.13046652888671,1.14564213355024,1.12527345113478,1.14060710555507
A,1.11693265947487,1.11693265947487,1.11157869459977,1.11157869459977
A,1.10867519783236,1.13718111587743,1.09909176221529,1.13718111587743
A,1.14807447008338,1.16257284518905,1.14807447008338,1.15112372823444
A,1.22484389254977,1.23422386579946,1.22484389254977,1.23422386579946
A,1.25242889816127,1.25344719090492,1.24475980490526,1.24475980490526
A,1.27936868037142,1.28851636471112,1.2413010320665,1.25499530377623
A,1.25397543492307,1.27649246024825,1.25397543492307,1.26934320944229
A,1.26411894471407,1.26411894471407,1.23557427441981,1.23765795669912
A,1.19807050900158,1.19807050900158,1.1802790429087,1.1802790429087
A,1.19786329045541,1.19786329045541,1.19786329045541,1.19786329045541
A,1.18887217185403,1.18890815892263,1.18887217185403,1.18890815892263
A,1.13858502415418,1.18484428856202,1.13858502415418,1.18484428856202
A,1.17320787292328,1.18429977571646,1.16363698079261,1.16363698079261
A,1.15950855746968,1.20334048052112,1.15950855746968,1.18122926955021
A,1.17618898403936,1.17618898403936,1.12811933264908,1.14177445671389
A,1.12269607111867,1.12269607111867,1.0975413833464,1.09939650989601
A,1.11407825011772,1.12808068878509,1.09735947442555,1.09735947442555
A,1.09512051393361,1.15092671664707,1.09512051393361,1.12383330727775
A,1.18069899258975,1.19352142626924,1.18069899258975,1.19352142626924
A,1.18631715207803,1.19115003110702,1.15350069760248,1.16513146686671
A,1.16731475175474,1.16731475175474,1.16731475175474,1.16731475175474
A,1.13776945396888,1.16030770285314,1.13776945396888,1.15833100025065
A,1.1242365854182,1.14617384132235,1.12032209566452,1.14617384132235
A,1.1621586276677,1.1621586276677,1.12592577462252,1.12592577462252
A,1.13318225563605,1.13318225563605,1.10731458183003,1.11680890893847
A,1.08250189241816,1.11381708639469,1.08250189241816,1.10779913141469
A,1.09019158658683,1.09299351541097,1.07126892339267,1.07126892339267
A,1.10051966030376,1.10051966030376,1.03647333805044,1.03647333805044
A,1.0779642674286,1.08591456035066,1.06719356768458,1.06719356768458
A,1.07460437405485,1.08500883078198,1.07460437405485,1.08500883078198
A,1.10738389622792,1.1298877594723,1.10738389622792,1.1298877594723
A,1.13936458210221,1.15469387895618,1.13936458210221,1.15469387895618
A,1.18630378539228,1.20245765532419,1.17869049111702,1.20245765532419
A,1.21232216631513,1.24000596341727,1.20661815002687,1.22626905674009
A,1.26023748346428,1.26023748346428,1.26023748346428,1.26023748346428
A,1.25475010084888,1.27538750992603,1.25475010084888,1.27538750992603
A,1.28450028145283,1.29920822651677,1.26931094090031,1.26931094090031
A,1.24490026337786,1.2816319063921,1.24316569731293,1.2816319063921
A,1.35433571346772,1.35433571346772,1.35433571346772,1.35433571346772
A,1.34345251907506,1.35140583514414,1.29420401205042,1.29420401205042
A,1.24526044459768,1.24526044459768,1.24526044459768,1.24526044459768
A,1.25667856193288,1.25667856193288,1.25040617929604,1.25040617929604
A,1.25160861194929,1.27727764420159,1.24157465769272,1.24157465769272
A,1.22429219417539,1.22950062784055,1.22083139708436,1.22390269719871
A,1.22451947920156,1.25233337626756,1.22451947920156,1.24134668375466
A,1.24167144786573,1.26359098684446,1.23905491648024,1.26359098684446
A,1.25605615584075,1.26839866006826,1.24458270731362,1.25462165731377
A,1.26308963367885,1.2936838732675,1.26308963367885,1.26626385448364
A,1.34133927704372,1.36354731980352,1.32808269897101,1.32808269897101
A,1.36761419884831,1.40830152112621,1.36761419884831,1.40830152112621
A,1.42749972448376,1.45875332285703,1.42749972448376,1.45875332285703
A,1.45875332285703,1.45875332285703,1.45875332285703,1.45875332285703
A,1.50480458496262,1.50480458496262,1.48843272665571,1.48843272665571
A,1.53162913715758,1.53162913715758,1.53162913715758,1.53162913715758
A,1.49710225665406,1.49710225665406,1.44505168924179,1.4702396212447
A,1.45398885144854,1.51707023260988,1.45398885144854,1.51634355612332
A,1.51177310431609,1.51177310431609,1.47216767147979,1.48456878332889
A,1.49424850650212,1.49928241957528,1.47511530018185,1.49928241957528
A,1.48928993036098,1.48928993036098,1.45046265024436,1.45250187134994
A,1.46802175160372,1.55630827628961,1.46802175160372,1.54500650320113
A,1.53356369518312,1.53356369518312,1.53356369518312,1.53356369518312
A,1.48947849374867,1.5261743745491,1.47636524636918,1.5261743745491
A,1.51559076525411,1.52525876850151,1.51559076525411,1.5189170130275
A,1.52528871158722,1.57904704996048,1.52528871158722,1.57904704996048
