"Open","High","Low","Close"
,1.00935878365403,0.976061138469904,0.976061138469904
0.929743096395543,0.929774737723069,0.928919694164385,
0.943911414384193,0.968140794511406,0.943911414384193,0.968140794511406
0.977605378856722,0.977605378856722,0.977605378856722,0.977605378856722
0.961535370407048,0.99982474278851,0.961535370407048,0.986215329667607
0.982409003083975,0.992213437101346,,0.992213437101346
1.03435413274433,1.03435413274433,1.03435413274433,1.03435413274433
1.0201424300403,,1.0201424300403,1.03219266262805
1.03650094499406,,1.03650094499406,1.03650094499406
1.05368509087896,1.05368509087896,1.02605242183949,1.02798086837104
1.00218302044534,1.00218302044534,0.971007036097251,0.971007036097251
0.965229150083089,0.986919824597985,0.960789989010352,
0.99637331887178,0.997269924548232,0.99637331887178,0.997269924548232
1.01358787832514,1.01358787832514,0.982537626549428,1.00009937289103
,0.999934250321341,,0.999934250321341
1.0142379290421,1.0142379290421,1.01012166454071,1.01012166454071
1.0067082291236,1.02984012256127,1.0067082291236,1.02984012256127
1.02059282899116,1.05319788268071,1.02059282899116,1.04567338747729
1.03721633024094,1.03721633024094,1.03721633024094,1.03721633024094
1.01617855925263,,0.984957178127716,0.984957178127716
0.981212679254233,0.981212679254233,0.949547092260944,0.949547092260944
,0.964222179781459,0.925105653431635,0.952795094700087
0.957251497866054,0.957251497866054,0.940440508961676,
0.938454436999247,0.954089915238011,0.938454436999247,0.943487229765232
0.933753321892242,0.949763044016905,0.924387662915462,0.949763044016905
0.920896875686027,0.920896875686027,,0.920896875686027
0.944250922260918,0.944250922260918,0.938647548726603,0.938901224017296
0.927659933674719,0.978306255118819,0.927659933674719,0.971938437857808
0.972280598268526,0.972280598268526,0.966590899159819,0.966590899159819
0.969634256689763,0.980578513915697,0.969634256689763,0.980578513915697
0.992695524098905,0.992695524098905,0.969344298336513,0.986731502786989
1.00478334794222,1.01270927014612,0.986559581133064,1.00991790414734
0.991109908059142,1.0110240050753,0.962343168177812,0.962343168177812
,1.02240116973967,0.977001577493292,1.00566174702415
1.01119399800239,1.03963818293936,1.01119399800239,1.03942305179669
1.04455874502971,1.04455874502971,1.0280313537294,1.0280313537294
1.06794426807814,1.09458490060199,1.06794426807814,
1.04501870403272,1.05624163520836,1.04501870403272,1.0473852899088
1.05289732051076,1.06048440876068,1.05289732051076,1.06048440876068
